id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
46,577,1,4,1,8,2,0,0,0,0,1,3,3,2,3,3,3,2,2,1,3,1,3,3,1,,,,,,,,,2,12,,5,3,6,4,0,3,,,3,88,2,3,3,2,2,2,4,49,40,20,65,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,6,3,5,4,5,3,4,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,1,1,39,27
47,1108,1,4,10,2,0,0,0,0,0,1,3,3,2,3,1,3,3,2,3,3,3,3,3,,,,,,,,1,,,5,,8,,,7,0,1,7,,4,2,2,2,3,3,1,2,4,90,0,0,97,53,0,,0,58,33,86,,100,43,88,88,88,2,2,88,2,88,5,4,3,3,3,3,1,1,1,2,,2,2,,,5,5,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,3,4,6,4,3,5,4,5,4,5,5,2,2,3,5,4,3,3,,,,,,,,,,,,,,,,,,,1,1,54,27
48,608,1,3,6,3,0,0,0,0,0,3,3,2,3,3,3,3,3,2,3,3,2,3,3,,,,,,,,1,,,12,,,,,,,,,,2,2,2,2,2,2,2,3,4,,,,,,,,,,,,,,,3,3,4,3,3,3,3,3,5,4,4,88,4,4,4,5,4,2,,,,,,2,3,4,3,4,1,4,1,5,4,4,4,4,4,4,4,4,5,5,4,88,4,88,5,4,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,27,12
49,558,1,4,1,99,0,0,0,0,2,3,1,1,1,2,1,2,1,1,1,1,3,1,88,,,1,1,,,1,,,,3,,5,8,5,6,2,5,4,9,5,5,3,5,5,4,2,1,4,61,30,6,28,9,90,0,51,69,81,71,50,38,71,4,4,4,5,3,4,4,5,6,5,5,6,6,5,5,6,5,2,5,6,7,5,6,4,4,4,4,3,4,5,5,6,5,5,6,6,5,6,6,5,6,6,6,6,6,4,6,6,3,2,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,1,1,61,8
50,716,1,2,1,11,2,0,0,0,0,2,3,3,3,3,3,3,3,1,1,3,1,3,3,1,,,,,,,,,1,12,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,82,2,3,5,2,2,3,1,3,5,4,3,5,5,5,5,4,5,2,,,,,,88,88,88,88,88,2,3,88,5,4,3,4,4,4,5,5,5,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,1,67,10
51,160,1,2,2,10,0,0,0,0,0,3,2,2,1,3,3,3,1,1,2,3,2,2,2,,,,,,1,,,,,3,,8,7,7,7,6,3,3,3,3,5,3,1,1,2,4,2,3,41,38,43,61,67,65,70,28,37,43,65,55,93,73,4,4,6,3,3,5,5,3,2,5,1,3,2,2,3,2,3,2,4,5,4,3,5,1,4,2,2,2,2,3,5,1,4,2,4,5,4,3,5,4,4,2,1,2,2,4,2,4,3,3,2,3,3,3,1,1,1,6,,,,,,,,,,,,,,,,,,,1,1,35,22
52,470,1,2,7,4,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,,,,,,,,2,3,3,3,2,3,2,5,4,,,,,,,,,,,,,,,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,3,,,,,,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,,,,,,,,,,3,4,4,3,3,3,3,3,3,,,,,,,,,,1,1,70,21
53,951,1,4,10,5,0,0,0,0,2,4,2,2,1,1,3,1,2,2,3,2,3,3,3,,,,,,,,1,,,2,,4,6,4,5,4,5,5,,3,2,2,3,3,3,2,2,4,40,60,50,45,40,50,,60,40,59,50,50,45,50,3,4,4,4,4,4,5,4,5,4,3,5,5,4,4,4,4,2,5,5,4,5,4,3,3,3,3,3,3,3,3,5,4,3,4,4,4,4,4,4,4,5,5,4,4,4,4,3,4,,,,,,,,,,4,2,2,2,2,3,3,2,2,,,,,,,,,,1,1,67,1
54,979,1,4,1,6,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,,1,,,1,,7,8,4,9,1,6,5,,2,3,3,3,3,4,1,2,4,72,29,25,62,73,45,,,,,57,47,44,24,3,4,3,3,2,3,3,3,4,3,3,5,5,4,3,6,4,2,4,3,4,3,3,4,4,3,88,3,1,88,3,5,4,3,5,5,5,4,4,4,4,4,6,4,4,4,4,88,88,2,6,3,2,2,1,3,1,1,,,,,,,,,,,,,,,,,,,1,1,46,11
55,654,1,4,1,10,1,0,0,0,0,3,3,3,88,3,3,3,3,1,3,2,3,2,3,1,,,,,1,,,,1,12,,,,,,,,,,3,1,1,1,4,1,3,4,4,,,,,,,,,,,,,,,4,4,5,4,4,5,88,1,6,5,4,2,2,2,4,2,2,2,6,5,,,,3,3,4,3,4,4,2,2,6,3,3,4,4,4,4,4,4,4,5,5,88,4,4,4,2,3,1,1,1,1,3,3,4,4,1,,,,,,,,,,,,,,,,,,,1,2,29,28
56,157,1,2,1,6,0,0,0,0,0,3,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,1,,,12,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,1,49,13
57,1029,1,4,10,2,0,0,0,0,1,4,3,3,1,3,3,3,1,1,1,3,2,3,3,,,,1,,,,,,,12,,5,,,,,,,,2,3,1,1,3,1,3,2,4,0,50,50,0,50,0,50,50,50,50,50,0,0,0,1,3,,2,,3,3,1,5,4,,4,4,88,4,4,4,2,4,7,4,4,4,1,4,3,4,3,3,3,1,4,4,88,4,4,2,4,4,4,2,4,2,2,2,2,2,1,3,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,2,2,2,1,2,70,29
58,873,1,2,6,2,0,0,0,0,1,2,3,2,2,3,3,3,2,3,3,2,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,3,2,2,2,3,3,3,4,30,45,35,52,66,42,,50,50,54,,,,,3,3,4,3,3,3,3,3,4,4,3,5,5,4,4,5,3,2,4,4,4,4,4,3,3,3,3,3,3,3,4,5,4,4,4,5,4,5,5,3,5,5,3,4,5,4,4,5,4,,,,,,,,,,3,2,1,1,2,1,2,2,1,,,,,,,,,,1,2,58,12
59,992,1,2,10,1,0,0,0,0,2,1,3,3,3,3,3,3,3,2,3,3,2,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,1,1,2,2,4,,0,3,2,,27,3,100,,,,,,,2,3,3,1,3,3,3,1,5,4,4,88,4,1,3,4,3,2,,6,4,,,1,2,4,2,3,3,3,1,5,4,3,3,4,3,3,88,2,6,6,6,6,6,5,5,6,5,,,,,,,,,,2,4,4,3,3,3,3,2,2,,,,,,,,,,1,2,75,43
60,604,1,3,6,3,2,0,0,0,2,3,3,2,2,3,3,3,2,2,3,88,3,3,3,,,,,1,,,,,,99,,,,,,,,,,5,5,5,4,5,5,5,5,4,,,,,,,,,,,,,,,2,5,88,88,3,4,4,1,5,5,4,88,88,2,88,6,4,2,,,,,,3,3,4,3,3,4,3,4,5,5,4,4,4,3,4,5,4,4,4,6,88,4,88,4,88,5,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,55,22
61,367,1,3,1,99,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,2,1,1,1,5,5,4,,,,,,,,,,,,,,,4,3,4,3,3,3,4,1,5,4,4,4,4,4,4,4,2,2,4,2,4,4,2,3,3,4,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,27,6
62,950,1,4,1,4,0,0,0,0,0,1,3,3,2,1,1,3,3,3,3,3,1,3,3,,,,,,,,1,,,6,,7,5,2,5,0,3,6,6,5,2,3,3,5,2,1,1,5,55,0,0,64,64,19,28,10,100,64,100,0,100,26,3,3,5,2,2,2,4,4,5,6,4,4,4,4,1,4,4,2,5,5,5,4,5,4,4,4,2,2,3,4,3,5,6,4,1,4,4,1,4,4,6,6,6,6,6,6,6,6,6,2,2,2,2,4,3,3,2,2,,,,,,,,,,,,,,,,,,,1,1,33,22
63,660,1,99,1,5,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,1,,99,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,1,39,23
64,726,1,2,1,99,0,0,0,0,0,3,88,3,3,3,3,3,1,3,3,3,3,3,3,,,,,,,,1,,,4,,0,,,,0,,,,3,88,1,1,2,3,5,5,4,0,0,100,0,0,0,0,0,0,0,0,100,69,0,1,1,3,1,2,1,3,1,5,4,1,4,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,5,3,1,88,88,88,88,88,88,1,2,1,1,88,2,88,1,6,,,,,,,,,,6,5,3,6,6,6,3,6,6,,,,,,,,,,1,1,56,33
65,217,1,2,1,99,0,0,0,0,0,3,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,1,,,12,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,1,29,8
66,966,1,3,1,9,0,0,0,0,3,1,3,2,2,3,3,2,2,2,3,2,2,3,3,1,,,,,,,,,1,5,,6,7,5,5,10,7,6,,3,3,1,3,3,3,2,2,4,62,50,20,79,64,42,50,60,50,65,50,50,64,69,3,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,2,5,,5,,,3,3,3,4,4,4,3,2,4,3,4,3,4,4,3,3,4,5,4,5,4,4,4,4,3,3,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,1,1,70,28
67,867,1,2,7,7,0,0,0,0,0,1,3,2,2,3,2,3,3,3,2,3,3,2,1,,,,,,1,1,,,,88,,5,3,0,4,0,0,2,,2,1,1,1,4,1,1,1,4,50,0,0,50,25,5,0,20,40,32,50,35,35,0,4,4,4,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,6,6,5,5,5,88,88,88,88,88,88,4,88,5,4,4,5,5,5,5,5,5,3,5,5,5,5,3,4,5,6,,,,,,,,,,,,,,,,,,,4,5,3,3,3,4,4,4,4,1,1,49,27
68,1021,1,4,1,11,1,0,0,0,0,3,3,2,3,3,3,3,3,2,3,1,1,3,3,1,,,,,,,,,1,1,,8,7,,,,,,,2,2,4,2,5,5,2,2,4,67,,,,,,,27,32,100,66,100,100,,1,4,4,3,88,88,4,4,6,5,3,6,6,5,2,4,1,2,6,6,1,2,6,88,88,3,88,88,88,88,1,6,6,3,5,6,5,1,6,2,3,3,6,3,1,3,4,2,2,1,4,1,1,5,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,31,23
69,727,1,3,8,11,0,2,0,0,0,2,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,,1,,,12,,,0,8,10,9,0,7,6,2,2,2,2,3,3,3,4,4,35,43,6,37,,8,,,,,,,,,4,4,4,4,88,4,88,4,6,5,99,2,4,3,2,3,3,2,4,4,5,4,4,4,4,4,88,88,88,88,88,5,88,88,4,4,4,3,3,3,88,4,5,88,4,3,4,88,88,,,,,,,,,,1,2,2,2,2,2,2,3,3,,,,,,,,,,1,2,49,30
70,942,1,3,5,7,0,0,0,0,0,1,2,3,3,3,2,3,3,3,3,3,1,1,3,,,,,,,,1,,,2,,3,10,4,2,10,7,3,0,2,1,1,1,3,1,2,2,4,19,75,16,27,73,28,0,100,75,68,25,29,28,35,3,4,3,3,5,88,4,5,5,5,4,5,6,6,6,4,5,2,5,6,5,3,4,2,3,88,4,88,88,1,2,5,3,5,4,5,5,2,3,3,3,6,6,5,3,3,5,6,5,,,,,,,,,,3,3,1,1,1,5,2,1,1,,,,,,,,,,1,2,38,14
71,789,1,4,7,8,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,1,3,3,,,,,,,,1,,,12,,5,8,7,7,4,6,6,10,3,4,2,3,3,1,2,2,4,20,15,30,10,10,25,2,60,40,55,50,50,50,50,4,3,4,3,3,3,3,3,6,6,88,5,5,5,5,5,5,2,6,4,7,6,7,4,3,88,3,3,88,3,3,4,4,88,88,4,4,4,4,4,3,5,5,3,5,3,3,3,2,3,3,2,2,3,2,4,4,1,,,,,,,,,,,,,,,,,,,1,1,37,5
72,473,1,2,6,4,0,0,0,0,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,,,,,,,,1,,,12,,,5,5,5,5,5,5,5,3,3,3,1,3,88,88,3,3,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,4,88,88,88,88,88,88,88,1,2,,,,,,88,88,88,88,88,88,88,88,4,88,88,88,88,88,88,88,88,5,6,6,5,5,88,88,6,88,,,,,,,,,,3,2,2,3,3,3,3,3,3,,,,,,,,,,1,2,52,16
73,260,1,4,8,7,2,0,0,0,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,1,,,1,,8,8,3,3,2,2,3,3,1,2,2,2,3,3,1,2,4,67,19,24,30,38,27,40,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,4,5,4,4,4,3,4,,,,,,3,3,2,1,2,2,3,2,6,2,2,1,1,3,2,4,2,3,2,6,2,3,2,4,2,3,,,,,,,,,,4,2,3,3,2,3,2,3,1,,,,,,,,,,1,2,33,14
74,893,1,4,10,3,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,2,,4,7,2,4,7,7,5,,1,2,1,1,2,3,2,2,4,10,70,20,55,55,45,,60,60,70,10,75,55,,2,3,4,4,3,4,4,3,5,3,4,4,4,4,4,5,3,2,,,5,,,2,3,4,4,3,4,4,3,5,3,4,4,4,4,4,4,4,6,6,5,5,4,4,5,4,4,,,,,,,,,,1,2,1,1,1,2,2,2,1,,,,,,,,,,1,1,77,3
75,343,1,4,10,99,0,0,0,0,0,1,3,3,3,3,3,3,3,2,2,3,3,3,3,,,,,,,1,,,,12,,5,10,5,6,1,9,5,5,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,88,88,88,88,88,88,2,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,1,2,63,26
76,1011,1,5,8,7,0,1,1,0,0,3,3,88,3,3,3,3,2,1,3,1,1,88,3,1,,,,,,,,,1,88,,,7,,3,0,,,,3,3,3,3,4,4,3,4,4,70,,0,79,,,,80,65,74,,,,,3,4,88,88,4,88,5,88,5,5,4,4,4,4,4,4,5,2,6,6,5,5,,88,4,88,88,88,88,4,4,6,5,3,4,4,4,4,3,3,5,6,5,4,5,88,4,4,1,,,,,,,,,,2,1,1,1,2,1,1,1,1,,,,,,,,,,1,2,46,17
77,291,1,4,6,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,1,1,37,12
78,795,1,4,1,3,0,0,0,0,0,4,3,2,3,3,3,3,3,2,2,2,1,1,1,,,,,,1,1,,,,12,,4,10,8,10,3,7,9,9,2,2,1,1,1,1,4,2,4,0,0,0,0,0,0,0,100,31,100,0,42,34,76,2,4,4,3,3,3,2,2,4,3,3,6,6,6,6,6,6,2,1,1,1,1,1,4,5,3,3,3,3,1,1,5,3,3,4,4,4,4,4,4,1,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,4,3,1,1,2,2,2,3,1,1,2,38,26
79,945,1,3,2,7,1,0,0,0,0,1,3,3,3,3,3,3,3,1,3,1,3,1,3,1,,,,,,,,,1,12,,,,,,,,,,4,2,3,3,3,4,5,4,4,,,,,,,,,,,,,,,4,4,4,88,4,88,3,2,6,5,5,5,5,4,4,5,3,2,5,3,5,5,5,5,5,4,4,4,4,4,1,6,4,5,5,5,3,5,5,3,4,4,5,4,4,2,4,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,1,25,26
80,246,1,3,6,4,0,0,0,0,2,1,2,3,2,88,88,3,3,2,3,3,3,2,1,,,1,,,,,,,,1,,8,7,3,7,4,8,7,7,1,1,3,1,3,3,2,2,2,70,20,70,81,71,72,31,69,76,36,30,76,73,78,2,4,2,2,2,3,4,3,2,3,1,5,1,1,3,2,3,3,5,5,3,5,5,2,1,3,3,3,3,1,3,4,2,2,4,3,2,3,5,1,3,4,2,1,4,4,2,3,2,,,,,,,,,,,,,,,,,,,2,2,3,3,4,2,2,3,2,1,2,67,28
81,955,1,2,10,2,0,0,0,0,2,3,3,2,2,3,3,3,3,3,3,88,1,88,3,,,,,,,,1,,,1,,5,5,,,,,,,3,3,3,3,5,3,3,3,4,70,50,10,50,50,10,,50,50,50,,,,,4,4,88,88,88,88,3,88,5,4,88,88,88,88,5,5,4,2,3,4,3,2,2,4,4,88,88,88,88,3,88,5,88,88,88,88,88,88,88,88,5,6,6,4,4,4,4,5,3,,,,,,,,,,3,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,54,42
82,744,1,3,1,6,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,,,,,,,,,1,88,,,,,,,,,,2,2,1,1,2,4,4,4,4,,,,,,,,,,,,,,,1,3,4,1,4,1,2,1,3,4,4,4,3,4,4,1,1,2,5,5,5,3,2,1,3,4,3,4,88,88,1,4,3,4,4,3,4,1,1,1,3,4,1,3,2,2,4,2,3,,,,,,,,,,2,2,2,4,2,4,2,3,6,,,,,,,,,,1,1,41,6
83,723,1,2,1,6,2,0,0,0,0,2,2,88,88,3,3,1,2,3,1,2,2,2,88,1,,,,1,,,,,1,6,,6,7,2,8,0,3,6,4,2,2,2,2,2,2,2,2,4,66,64,7,22,67,0,0,30,56,52,28,57,58,18,3,3,3,3,3,4,3,1,4,4,4,4,3,3,4,4,3,2,6,5,4,5,5,2,3,3,2,3,4,3,2,5,4,4,3,3,4,4,5,2,4,5,4,3,5,3,4,1,4,2,4,2,2,2,4,1,2,2,,,,,,,,,,,,,,,,,,,1,1,47,27
84,876,1,4,8,99,2,2,0,0,0,4,3,2,88,3,3,3,3,88,3,88,1,88,88,1,,,,,,1,,,1,1,,,,,,,,,,2,3,3,3,2,3,2,3,4,70,,,,,,,,,,,,,,88,4,88,3,88,88,4,4,4,4,88,4,5,4,4,5,4,2,4,4,5,4,4,4,4,4,4,88,4,4,4,5,4,88,3,4,3,3,4,3,5,6,6,4,6,4,5,4,88,2,1,2,3,2,3,2,2,2,,,,,,,,,,,,,,,,,,,1,2,45,34
85,520,1,3,7,1,0,0,0,0,0,2,3,3,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,1,1,1,1,3,5,5,4,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,3,2,3,4,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,4,5,3,5,3,3,5,6,4,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,4,2,1,1,2,29,23
86,497,1,2,10,99,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,1,88,88,3,88,4,4,4,,,,,,,,50,,,50,,,,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,2,2,1,3,3,2,3,3,3,3,3,3,3,3,1,2,3,5,5,5,4,4,3,88,5,88,88,4,88,88,1,3,3,2,1,2,2,3,2,1,2,,,,,,,,,,,,,,,,,,,1,1,26,22
87,1689,1,2,1,6,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,6,6,7,6,6,6,6,1,1,48,19
88,155,1,4,6,99,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,,88,,,,,,,,,,1,2,3,3,1,1,1,2,1,,,,,,,,,,,,,,,4,4,2,2,3,5,2,3,5,2,5,4,1,3,88,5,3,4,,,,,,3,5,1,1,2,1,4,3,4,3,2,1,3,4,2,1,4,1,4,1,88,88,2,5,5,2,6,5,2,3,5,5,5,4,2,,,,,,,,,,,,,,,,,,,1,2,28,13
89,1267,1,4,8,99,0,0,0,0,2,3,3,3,1,3,3,2,2,1,2,1,3,2,3,,,,,,,,1,,,2,,6,10,4,3,0,10,3,3,4,4,2,3,4,4,1,2,4,30,70,0,10,50,0,20,50,50,50,20,50,30,50,4,4,4,88,3,4,4,88,5,5,4,5,6,5,4,6,5,5,4,4,4,5,4,5,5,88,4,1,4,4,3,5,5,4,3,5,4,5,5,3,6,6,5,3,6,3,6,4,3,,,,,,,,,,4,2,2,1,2,2,2,1,1,,,,,,,,,,1,2,62,27
90,689,1,3,1,8,0,0,0,0,0,1,3,2,2,3,3,3,3,3,1,88,1,1,3,1,,,,,,,,,1,12,,,8,3,3,8,7,3,3,2,2,1,1,2,2,3,3,4,50,50,50,50,50,50,50,50,50,50,49,50,50,50,3,3,4,1,3,3,3,1,6,3,1,3,4,4,4,4,4,2,3,1,3,4,2,3,3,4,2,3,3,3,3,6,3,1,2,2,2,4,2,3,2,4,6,1,4,2,3,1,4,,,,,,,,,,3,6,2,2,2,3,3,3,1,,,,,,,,,,1,1,28,27
91,647,1,3,5,6,1,1,0,0,0,1,3,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,5,,5,8,8,2,5,7,,2,3,1,1,1,3,2,2,2,4,5,30,50,95,27,50,50,,,50,,,,,1,3,3,3,2,2,3,4,6,4,1,5,6,3,2,2,1,2,3,2,3,4,3,1,2,3,3,2,2,2,4,6,3,1,4,6,3,1,3,1,1,1,4,88,3,5,3,4,2,1,,3,5,3,2,5,1,2,,,,,,,,,,,,,,,,,,,1,2,49,27
92,330,1,2,9,1,0,0,0,0,0,1,3,3,3,3,3,3,3,1,3,2,2,3,3,,,,,1,,,,,,12,,,,,,,,,,5,5,2,4,5,3,3,2,2,,,,,,,,,,,,,,,4,4,4,3,4,5,4,3,5,5,4,4,4,4,4,4,4,4,,,,,,4,3,3,4,4,5,3,4,5,4,4,4,4,4,4,4,4,5,6,5,5,6,6,5,3,3,3,2,2,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,1,2,20,13
93,446,1,4,2,7,2,1,0,0,0,2,3,1,3,3,3,3,2,3,3,2,3,3,3,1,,,,,,,,,1,1,,5,8,6,7,2,8,5,5,2,3,1,1,3,2,2,1,4,50,50,47,50,50,50,41,50,58,52,61,40,35,51,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,4,3,3,3,3,3,5,4,4,4,4,4,4,4,4,5,6,6,5,6,4,5,6,5,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,1,1,38,29
94,274,1,4,7,99,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,2,44,17
95,1036,1,4,4,1,0,0,0,0,0,4,1,3,88,1,2,3,3,1,1,2,2,1,3,,,,,,,,1,,,9,,10,6,4,6,2,5,6,8,5,5,2,3,4,3,1,1,4,50,50,50,51,51,51,84,70,68,51,69,37,37,40,3,4,1,1,1,3,4,1,3,3,1,4,4,4,4,5,4,2,2,1,4,1,1,4,5,1,2,1,1,4,3,4,2,1,4,3,4,4,4,4,6,6,6,6,6,6,5,4,6,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,3,3,3,1,1,55,30
